
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  '\n  Nice phone.. overall performance is just amazing\n'  '\n  \n']","5","AFJKLSOMD6EOYMI45GHQDZUOCLDA","85"
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  '\n  Compass is not working  showing error as required sensor are not available '  'And everything is fine.\n'  '\n  \n']","1","AGNRXHDERF46LZUUCGDKNSEFCK4Q","77"
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  '\n  Made in China product\n'  '\n  \n']","3","AGDTLPELZEVJZZNHLTTA4ULEFW6A","60"
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  '\n  Review after one-day full usage and 28 days of usage. OveralI I am very disappointed with this phone. 😞. I never expected such a phone from MI.  Mi is cheating people by providing low quality display. If I have any option to return this Phone 📱  definitely I will return.'  'Pros:'  ' Battery - Battery backup is a fantastic feature of this phone. One day full use drained only 29% 😀.'  ' The phone is too lightweight ☺️ and very handy😄'  ' Not felt any heat issue while charging and after long hours of usage. 😃.'  ' All apps behave well without any lag.😃'  'Video streaming seems to be Good on network having average bandwidth 👍😎'  'Cons :'  'Camera - Camera quality is poor  both front and back camera. 😭'  "GPU - Graphics processor PowerVR GE820 can't draw  even a single circle properly. 😠😠."  'High quality video & image rendering are also unsatisfactory.'  'Processor - Mediatek Helio G25 is processor is not sufficient for this phone. 😥. Not feeling the benefits of 2GHz clock speed.'  'Display - Size of the display is quite good 👍But it has only 267 PPI. Even Redmi 4A (released in Nov 2016) has 296 PPI. 😠'  'Display quality is too poor. 😫 Very cheap quality display.'  'Ignorable Missing features -'  '  No fingerprint sensor. 🥺'  '  No led in front of the display.😰'  'Major Missing features -'  '  No gorilla glass protection 😥'  'If you planning to buy a phone within a low budget you can choose the next segment of phones with HelioG35 or above🤗 with atleast above 290 PPI.'  'Considering all factors  this is only a budget phone.\n'  '\n  \n']","1","AH2O4ALJTD3P4XGHJ76GSJCQJX4A","53"
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  '\n  \xa0Cheap & Best phone in this range\n'  '\n  \n']","5","AHRZR2I634CSLROG5AQLWPM6EBPQ","53"
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  '\n  REALME batter than redmi now\n'  '\n  \n']","3","AER7YWZMVSONJTPNXNJPQFHWEHGQ","42"
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  '\n  Made in china...The country of origin should be mentioned in the description...Returning the Chinese crap\n'  '\n  \n']","1","AGD4ETOLSJ3QIRNPLSCLRMSHZCRQ","39"
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  '\n  Redmi 9A launched useless phone ever'  'Totally waste money'  'So please not buying this phone\n'  '\n  \n']","1","AGVNRF4GSZFHFT7YPQRXQDPZEQJA","40"
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  '\n  1. Very bad quality mobile'  '2. Poor display quality(looks very cheap)'  '3. Sound is very low'  '4. Cmaera is like 2mp camera'  '5. Performance is very slow(lag while using phone)'  '6. Will get better mobiles with this price.'  '7. Think 100 times before wasting your money on crap'  '8. No pros at all\n'  '\n  \n']","1","AFX3NPZJVXKEIESAOS54RT6GW2YA","36"
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  '\n  Amazing phone with great features in under 8k  Thankyou Amazon for fast delivery.\n'  '\n  \n']","5","AHD4TBPQDNPU7CIKBJIJGIHNDKJQ","32"
